,id,media,artist_name,work_name,work_year,gallery_name,gallery_url,price,img_url,artist_website,artist_ins,nationality,education,location,color1,color2,color3,color4,color_group1,color_group2,color_group3,color_group4,class
417,painting693,painting,Angelo Accardi,Blend 2017,2017,Petit Prince Gallery,https://www.artsy.net/partner/petit-prince-gallery,44200.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=560&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FG4pBgQ85DIkdPffByXG_CA%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,#101010,#C2A597,#A68574,#BFBFB5,68.0,207.0,660.0,691.0,neo-pop-art
418,painting1011,painting,Angelo Accardi,Expressions,2011,Petit Prince Gallery,https://www.artsy.net/partner/petit-prince-gallery,28600.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=580&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FV6D4imG1IZa8-GDNe7IW1A%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,#C3B09F,#9B9190,#242328,#7A6C6B,169.0,788.0,889.0,561.0,contemporary-realism
419,sculpture563,sculpture,Angelo Accardi,Ostrich,2016,Petit Prince Gallery,https://www.artsy.net/partner/petit-prince-gallery,39000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=686&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F_nigSVNulVArtIe3jwcIug%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,,,,,,,,,contemporary-realism
420,sculpture1178,sculpture,Angelo Accardi,Ostrich,2016,Petit Prince Gallery,https://www.artsy.net/partner/petit-prince-gallery,59800.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=798&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FwFqVcNwJaImjUCMjBiEMDQ%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,,,,,,,,,contemporary-realism
421,sculpture1419,sculpture,Angelo Accardi,Ostrich,2016,Petit Prince Gallery,https://www.artsy.net/partner/petit-prince-gallery,49400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=642&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F1d8dr7n6R_Ico7sXSJlVmw%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,,,,,,,,,contemporary-realism
422,mixed-media628,mixed-media,Angelo Accardi,Misplaced,2017,ABC-ARTE,https://www.artsy.net/partner/abc-arte,27040.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=578&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F8vppD5GjmebD6va4AWwhqQ%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,#000000,#FFFFFF,#3A393E,#E0DDD8,965.0,965.0,36.0,666.0,neo-pop-art
423,mixed-media1168,mixed-media,Angelo Accardi,Misplaced,2017,ABC-ARTE,https://www.artsy.net/partner/abc-arte,27040.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=586&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F9O0ZJdU-2qgZjnUi55poIQ%2Fnormalized.jpg,www.angeloaccardi.com,https://www.instagram.com/angeloaccardiartist/?hl=en,Italian,,,#171518,#FEFEFE,#BCBCBC,#3A3941,8.0,434.0,406.0,310.0,conceptual-art
424,painting707,painting,Norman Bluhm,Untitled,1972,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,48000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=612&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FMJai5_TYW08Dg794B4q13Q%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#E27C66,#F4CF36,#11120C,#E2D5C4,314.0,250.0,418.0,811.0,conceptual-art
425,works-on-paper354,works-on-paper,Norman Bluhm,Untitled,1973,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,25000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=604&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FWn-7gzs4L09CDX6q5BlxFQ%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#111619,#D4CFCB,#9A9997,#383838,397.0,492.0,719.0,284.0,street-art
426,works-on-paper406,works-on-paper,Norman Bluhm,Fall,1958,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,75000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=540&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FS4WaqqoyYYPBbq92OYDiNA%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#2B2823,#484035,#A3A3A3,#6B6454,645.0,807.0,477.0,165.0,contemporary-realism
427,works-on-paper457,works-on-paper,Norman Bluhm,Untitled,1978,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,35000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=282&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FcYv6lWxAJtUXxzEWUFOQsw%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#B2A3CC,#766FB3,#DBDDD8,#9588BD,370.0,947.0,698.0,24.0,contemporary-realism
428,works-on-paper673,works-on-paper,Norman Bluhm,Fresco #14,1987,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,45000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=675&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F9LGrUPXzDLRrG9XLJ75xTA%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#D9DADC,#E3CAA2,#2C3137,#B5B6B8,561.0,348.0,768.0,219.0,minimalism
429,works-on-paper1307,works-on-paper,Norman Bluhm,Untitled,1961,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,5750.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=600&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FrJBrtOZt_XSQcdwI1L4Rww%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#16151D,#FFFFFF,#655F61,#322D33,129.0,965.0,167.0,839.0,street-art
430,works-on-paper1444,works-on-paper,Norman Bluhm,Untitled,1957,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,75000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=549&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FAQO4L1hMCq189RbHb-KcVg%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#C34127,#A03926,#362E2C,#893B31,315.0,244.0,121.0,190.0,neo-pop-art
431,mixed-media1212,mixed-media,Norman Bluhm,Untitled,1973,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,38000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=610&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FomoNXu9mlzsAPJCtydaZjg%2Fnormalized.jpg,www.normanbluhm.com,,American,,,#010101,#949BAB,#353E4F,#0B1222,499.0,725.0,292.0,222.0,neo-pop-art
432,painting710,painting,Katrin Fridriks,Royal Blue Kingdom,2020,Dellupi Arte,https://www.artsy.net/partner/dellupi-arte,13520.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXlDkpJuTtO_vkD1KMb7j_g%2Fnormalized.jpg,katrin-fridriks.com,https://www.instagram.com/katrinfridriks/?hl=en,Japanese,,Iceland,#131433,#0164C9,#17194A,#5282D6,90.0,202.0,990.0,592.0,street-art
433,painting716,painting,Idris Habib,Iris,2021,193 Gallery,https://www.artsy.net/partner/193-gallery,1872.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=788&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F10topbhGlYprAg7b54w0hw%2Fnormalized.jpg,,,African-American,,New York City,#BCCEF6,#121921,#01BCC5,#C587D2,30.0,77.0,330.0,199.0,conceptual-art
434,mixed-media491,mixed-media,Idris Habib,Dahlia,2021,193 Gallery,https://www.artsy.net/partner/193-gallery,1872.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=799&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FgQrc0Jbqg0CMC3nq3HneGg%2Fnormalized.jpg,,,African-American,,New York City,#20211B,#F3F3F1,#ECD9CB,#3A3B35,138.0,362.0,701.0,130.0,conceptual-art
435,painting736,painting,Angel Otero,"""Compress City (The ledder escapade)""",2008,Leyendecker,https://www.artsy.net/partner/leyendecker,70000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=637&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FLXiQWXFuRGVVHkb0hh-2Ng%2Fnormalized.jpg,angelotero.com,,Puerto Rican,the School of the Art Institute of Chicago,,#F3F0EB,#454F4E,#D1CEC9,#5B5643,809.0,652.0,584.0,638.0,conceptual-art
436,prints424,prints,Angel Otero,Sunday and Distance,2020,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,2000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=710&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FrfpuPAlC75zL1-xUc-5U4Q%2Fnormalized.jpg,angelotero.com,,Puerto Rican,the School of the Art Institute of Chicago,,#ECECE4,#E8D668,#CBB758,#A8C6D1,684.0,534.0,205.0,392.0,neo-pop-art
437,mixed-media317,mixed-media,Angel Otero,"""Compress City (The ledder escapade)""",2008,Leyendecker,https://www.artsy.net/partner/leyendecker,70000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=637&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FLXiQWXFuRGVVHkb0hh-2Ng%2Fnormalized.jpg,angelotero.com,,Puerto Rican,the School of the Art Institute of Chicago,,#F3F0EB,#454F4E,#D1CEC9,#5B5643,809.0,652.0,584.0,638.0,conceptual-art
438,painting744,painting,Buff Monster,"Something Melty This Way Comes,  Part 7",2017,2B Art Gallery,https://www.artsy.net/partner/2b-art-gallery,3203.2000000000007,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FGTm2YlubKfCS2HBZelpKqA%2Fnormalized.jpg,www.buffmonster.com,https://www.instagram.com/buffmonster/?hl=en,Japanese,,LA,#E3C4A5,#FD73C0,#E9DF4C,#88E267,539.0,129.0,972.0,48.0,post-minimalism
439,painting986,painting,Buff Monster,Concurrence,2019,2B Art Gallery,https://www.artsy.net/partner/2b-art-gallery,3203.2000000000007,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FIfmYX4Aj7V-yTLbRXyulCA%2Fnormalized.jpg,www.buffmonster.com,https://www.instagram.com/buffmonster/?hl=en,Japanese,,LA,#817977,#EDEEF0,#C5C3C4,#1F201A,694.0,276.0,965.0,339.0,conceptual-art
440,painting748,painting,Romero Britto,BRIANNA,1999,Gallery Art,https://www.artsy.net/partner/gallery-art,59625.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=623&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FHiN_Maepq4Wxw2dpE0Il2Q%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#090D0E,#F3F4EF,#F4E52A,#D6CBAD,296.0,253.0,399.0,48.0,street-art
441,prints1374,prints,Romero Britto,Campbell's Soup (Ed No.21),2020,Castle Fine Art,https://www.artsy.net/partner/castle-fine-art,2590.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=640&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FoqRU16d6eU2v8fU002D4DA%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#000000,#FFFFFF,#EB1A2F,#82C341,965.0,965.0,129.0,286.0,neo-pop-art
442,mixed-media495,mixed-media,Romero Britto,Love You So Much (Ed. No 0005),2020,Castle Fine Art,https://www.artsy.net/partner/castle-fine-art,8329.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FG23ctojdPBpuFUapIdXHqw%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#ADA9A8,#0B0000,#FDFDFD,#CFCAC7,895.0,881.0,293.0,133.0,contemporary
443,mixed-media950,mixed-media,Romero Britto,PARTY TIME,2016,Gallery Art,https://www.artsy.net/partner/gallery-art,11600.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=617&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fkl3Y0CsY0yrp-81rCeuIUg%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#010101,#E15CAD,#FEFFFF,#D7D6DC,499.0,254.0,706.0,55.0,street-art
444,mixed-media968,mixed-media,Romero Britto,THE BOOT,1990,Gallery Art,https://www.artsy.net/partner/gallery-art,14625.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=652&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsBeS-lYXNAhCDXdNuSlSGg%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#069345,#090E14,#C6BD00,#AF8E47,329.0,876.0,894.0,388.0,contemporary
445,mixed-media1293,mixed-media,Romero Britto,Whitney Houston,1991,Original Art Broker,https://www.artsy.net/partner/original-art-broker,9295.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=683&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fbs6R8HezaJW59TQ4hmm06Q%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#EECB00,#010101,#FFFEFF,#FFF500,277.0,499.0,48.0,166.0,minimalism
446,mixed-media1297,mixed-media,Romero Britto,Spring Blooms (Ed No.23),2021,Castle Fine Art,https://www.artsy.net/partner/castle-fine-art,1050.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=539&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F2G0AmSRKHErn0f_cr0AxOg%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#151515,#9BC53F,#E5E5E3,#C74138,649.0,754.0,339.0,31.0,neo-pop-art
447,mixed-media1418,mixed-media,Romero Britto,Fairy Tale (SUBJECT TO AVAILABILITY),2021,Pop International Galleries,https://www.artsy.net/partner/pop-international-galleries,21600.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=796&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FE5vj6oaVLtfWi7efDPGWYg%2Fnormalized.jpg,www.shopbritto.com,https://www.instagram.com/romerobritto/?hl=en,South American,the Catholic University of Pernambuco,Miami,#24BFB9,#BAC5BF,#010101,#D31215,310.0,751.0,499.0,254.0,street-art
448,painting752,painting,Marc Quinn,New Eye (We Share Our Chemistry with the Stars),2014,Grob Gallery,https://www.artsy.net/partner/grob-gallery,205000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlJEbWOJ0i6mT1IqZ0pPABg%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#F4F5F0,#7199CC,#2B2B2D,#4F79B3,424.0,682.0,877.0,503.0,post-minimalism
449,prints256,prints,Marc Quinn,Labyrinth Monoprint,2016,Human Reproduction,https://www.artsy.net/partner/human-reproduction,21000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=658&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FO_VhNuLMgNOABtY7RimvIw%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#F5F4F2,#B61826,#981C24,#930008,448.0,605.0,154.0,241.0,post-minimalism
450,prints308,prints,Marc Quinn,Labyrinth Monoprint,2016,Human Reproduction,https://www.artsy.net/partner/human-reproduction,21000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=673&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fl_Lq-VDk6QIS7H5C2gAL8Q%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#F4F4F4,#3C3636,#5A5454,#221C1C,653.0,266.0,761.0,5.0,conceptual-art
451,sculpture233,sculpture,Marc Quinn,Sphinx (Fortuna) Pink,2006,Grob Gallery,https://www.artsy.net/partner/grob-gallery,260000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=730&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FMMTb2wGkpNPReuZg7QaAWA%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,,,,,,,,,minimalism
452,sculpture334,sculpture,Marc Quinn,The Antarctic Nurseries of El Dorado (True North),2011,Grob Gallery,https://www.artsy.net/partner/grob-gallery,180000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=798&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBxoWuASP15bgvEPnE7LDSw%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,,,,,,,,,street-art
453,sculpture335,sculpture,Marc Quinn,Dr. Pangloss,1990,Grob Gallery,https://www.artsy.net/partner/grob-gallery,120000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=634&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FyiSzlthkG4MuM1m79FHqyg%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,,,,,,,,,conceptual-art
454,sculpture1356,sculpture,Marc Quinn,Beauty of Healing,2014,Grob Gallery,https://www.artsy.net/partner/grob-gallery,260000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=623&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZWqkzwv6RA66RXVdpxPbbQ%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,,,,,,,,,conceptual-art
455,works-on-paper253,works-on-paper,Marc Quinn,Untitled (The Eye of History),2016,Human Reproduction,https://www.artsy.net/partner/human-reproduction,15000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=796&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FSzELhqu7_IIZ8rp0i27ubg%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#F9F7F8,#CFE1ED,#A9C7DF,#8AA4C7,714.0,103.0,107.0,58.0,contemporary
456,works-on-paper620,works-on-paper,Marc Quinn,Sphinx (Silver Leaf),2013,Human Reproduction,https://www.artsy.net/partner/human-reproduction,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=625&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F86A1kf5sraBsCnuruJosoA%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#F5F5F5,#878380,#D4D3D8,#B2B2B4,254.0,435.0,650.0,566.0,post-minimalism
457,works-on-paper628,works-on-paper,Marc Quinn,Untitled (The Eye of History),2016,Human Reproduction,https://www.artsy.net/partner/human-reproduction,15000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=796&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FOCQFRj_ZePmCVZ1MQW09OA%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#E8E8E8,#9AAFCA,#728AA6,#59678A,595.0,127.0,247.0,253.0,minimalism
458,mixed-media1208,mixed-media,Marc Quinn,Untitled,2008,Grob Gallery,https://www.artsy.net/partner/grob-gallery,7500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=428&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FzIn_DOW0RL7CNncREGNXLg%2Fnormalized.jpg,marcquinn.com,https://www.instagram.com/marcquinnart/?hl=en,Greek,,London,#FFFFFF,#D4C7B4,#311218,#535D5F,965.0,277.0,371.0,523.0,street-art
459,painting761,painting,Wolf Kahn,Yellow Gold,1991,Walter Wickiser Gallery,https://www.artsy.net/partner/walter-wickiser-gallery,90000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=650&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZyCM-uO98WzZVGkCyvWUrA%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#3E2602,#C6B2A9,#EC9F05,#DC7204,340.0,379.0,57.0,276.0,minimalism
460,works-on-paper331,works-on-paper,Wolf Kahn,Untitled New Hampshire Sugarhouse,1995,Alpha 137 Gallery,https://www.artsy.net/partner/alpha-137-gallery,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=670&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FJ2mNavu3tUtJMXMEZjrUvQ%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#A6B4D9,#B8B84A,#2B2934,#E5DED6,166.0,63.0,655.0,197.0,contemporary-realism
461,works-on-paper365,works-on-paper,Wolf Kahn,Melany (The Artist's Daughter),1970,Alpha 137 Gallery,https://www.artsy.net/partner/alpha-137-gallery,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=675&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FC9oBYT_AfAkVeuoVTNm5MA%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#E9EAEE,#EAD5B6,#C8741A,#D08E38,396.0,164.0,990.0,281.0,minimalism
462,works-on-paper654,works-on-paper,Wolf Kahn,A Study of Winter,1984,Manolis Projects,https://www.artsy.net/partner/manolis-projects,25000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=610&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXoJ9up4gNynDLe6vC-uEnA%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#E2DFDA,#CFBEA2,#97692D,#31302C,216.0,932.0,275.0,648.0,contemporary-realism
463,works-on-paper744,works-on-paper,Wolf Kahn,View in Magenta,2000,Taylor | Graham,https://www.artsy.net/partner/taylor-graham,55000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=514&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnIKQx4AysC31myOi1Zf8ew%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#904063,#E3D385,#D9B23B,#884A59,409.0,138.0,4.0,294.0,contemporary-realism
464,works-on-paper833,works-on-paper,Wolf Kahn,Study for Sfumatura,1970,Manolis Projects,https://www.artsy.net/partner/manolis-projects,29750.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=712&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FJntUeavXpOBAwbhe6eRVqw%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#DBE1E1,#CAB7A6,#9BB3CB,#928C76,794.0,393.0,450.0,459.0,post-minimalism
465,works-on-paper967,works-on-paper,Wolf Kahn,Untitled Fall Landscape (Allan Stone Collection),1980,Alpha 137 Gallery,https://www.artsy.net/partner/alpha-137-gallery,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=698&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FE7qb0wVwHcstdW2EVv8sbw%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#6C6054,#FFFFFF,#444037,#F3E8D4,710.0,965.0,356.0,596.0,street-art
466,works-on-paper1277,works-on-paper,Wolf Kahn,Pink/Yellow/Black,1991,Manolis Projects,https://www.artsy.net/partner/manolis-projects,16500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=678&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FHi-LFMCIMMMJsKnTyCotsQ%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#E5D5B1,#B18E4E,#45443F,#EDC2C9,186.0,111.0,927.0,999.0,minimalism
467,works-on-paper1303,works-on-paper,Wolf Kahn,"Tree Wedge, Red-Orange",1994,Manolis Projects,https://www.artsy.net/partner/manolis-projects,15000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=708&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F3R_FF_oW3A40fFk5sAiCUw%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#E2DFD8,#BA5636,#C5A99E,#C0964A,510.0,364.0,162.0,511.0,light-and-space
468,works-on-paper1325,works-on-paper,Wolf Kahn,"""Four Winds"" Blue House with White Roof in Yellow Field Abstract Landscape",1983,Reeves Art + Design,https://www.artsy.net/partner/reeves-art-plus-design,13000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=591&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnituHjMcFplnSdOE_rFfpQ%2Fnormalized.jpg,www.wolfkahn.com,https://www.instagram.com/wolfkahn/?hl=en,Nazi,the University of Chicago,New York,#DFDFDF,#BDBDBD,#5F5B52,#9799A6,637.0,220.0,453.0,8.0,conceptual-art
