,id,color1,color2,color3,color4
1648,photography540,#E5E5E5,#1C1815,#CBC7BC,#A7A096
1649,prints9,#313131,#4E4E4E,#181818,#FDEECF
1650,prints398,#FBFBF9,#61523B,#D6D0C0,#847862
1651,works-on-paper794,#E3DDCF,#201D24,#BDBDB3,#676863
1652,painting269,#FFFFFF,#181A19,#414342,#DCDCDC
1653,photography1213,#E8E8E8,#282828,#C0C0C0,#484848
1654,mixed-media926,#B6B7B1,#878882,#595853,#ECB284
1655,painting255,#D19960,#DAB98E,#A87D48,#B4703F
1656,works-on-paper964,#F7F3F0,#3B3D38,#E0562F,#FFE550
1657,prints1032,#FFFFFF,#A789C5,#D7D6DB,#B9A9CD
1658,photography595,#DFDFDF,#282725,#88837F,#C2BBB1
1659,mixed-media1276,#201F24,#544737,#9F978C,#77664A
1660,works-on-paper757,#DEC6AE,#F5F3F6,#DEBF91,#E0B66C
1661,works-on-paper743,#FAEBD6,#4B494C,#2B2527,#F1D3B1
1662,prints359,#E5371E,#E0BECF,#32111A,#3F205B
1663,photography581,#FFFFFF,#111111,#D3D3D3,#6E6E6E
1664,works-on-paper596,#C1BCA9,#263A39,#3F2737,#243972
1665,prints1218,#EEEEF0,#5B4547,#464D53,#5B816C
1666,prints832,#E2E2E0,#161817,#3B3F42,#C4C1BA
1667,prints826,#1F201B,#F4EDDB,#B1865C,#CBBBAB
1668,photography740,#241A11,#D5D6D0,#2F2F2F,#746757
1669,prints198,#110F10,#E5D6AB,#D14838,#429488
1670,painting731,#BAB5B1,#DFD7D4,#7D7C78,#595854
1671,prints1224,#6A0002,#000000,#4E0000,#771C23
1672,photography1005,#FCFDFF,#776324,#1B1811,#5D4B1D
1673,painting916,#9A6261,#744A4B,#C39DA8,#523235
1674,prints629,#FEFEFE,#C7CBCE,#25273E,#3E201E
1675,works-on-paper227,#F3F3F3,#D6D1CB,#B1AAA2,#36312D
1676,mixed-media259,#B2AEAB,#293B47,#1F1B1A,#475B5C
1677,works-on-paper1277,#E5D5B1,#B18E4E,#45443F,#EDC2C9
1678,prints167,#E1D1B8,#BFB099,#642321,#9E8C74
1679,prints946,#DECEB4,#B6AC93,#423F3A,#868070
1680,photography1159,#6D6D6D,#CE8900,#000000,#824701
1681,works-on-paper390,#EAEAEA,#363533,#8D8D83,#C8C9C4
1682,photography152,#FFFFFF,#C6BAAA,#B19681,#821623
1683,painting651,#B8AC92,#9E8E6D,#D3CDB7,#81725D
1684,works-on-paper421,#F3E4C7,#000000,#4C381F,#7A6A49
1685,photography185,#FFFFFF,#0A0B0F,#C8DCF4,#2D3238
1686,works-on-paper353,#FFFFFF,#ECE3D4,#C5C0BC,#B1A192
1687,prints749,#F8F8F8,#040404,#D5D5D5,#2E2E2E
1688,prints991,#FBFAF5,#817B6F,#D9D5CA,#A09D98
1689,photography191,#E5E5E5,#1B1B1B,#353535,#9D9D9B
1690,photography807,#F7F1E1,#20201E,#5E4332,#363B34
1691,prints1393,#F4F4F4,#DDD4C5,#BBB2A3,#9B9283
1692,works-on-paper1303,#E2DFD8,#BA5636,#C5A99E,#C0964A
1693,prints761,#131313,#FFFFFF,#341A19,#462C1B
1694,prints775,#8F8A74,#ADAA99,#6F6A54,#FFFFFF
1695,prints1387,#EDEBEC,#DECAC9,#E5DFC9,#DDB4A2
1696,mixed-media1128,#C1AFA1,#9A958F,#EBD1C0,#1B1833
1697,works-on-paper838,#FFFFFF,#F3E3C9,#2D2B2C,#D1C0A4
1698,photography350,#040203,#CBDCEE,#9CC9DE,#96AED2
1699,photography436,#161E31,#2C3850,#C4836D,#CECAA5
1700,photography1367,#030303,#2E3233,#65859E,#8BAFBB
1701,prints66,#000000,#639B9C,#FCF3D4,#567A7A
1702,photography1373,#020001,#EFECE7,#C3C0BB,#A09D98
1703,prints1146,#23201B,#D8D4C9,#3B3A36,#FFFFFA
1704,prints99,#F3F3F3,#66412E,#8D5E34,#1C1E2B
1705,photography387,#112027,#8297A8,#D1DEE6,#ABBCCC
1706,works-on-paper623,#E0DDD8,#FFFFFF,#000000,#D9C9A8
1707,photography393,#F7F7F7,#1F1F29,#CECFC9,#695959
1708,works-on-paper637,#D2D0C4,#B1AEA5,#8C8B86,#FCFBF6
1709,mixed-media1470,#C3AA68,#A4A981,#FFFFFF,#B18B4C
1710,prints563,#4B5988,#282828,#848C67,#797C85
1711,prints1191,#DFDDDE,#010101,#615A54,#A7A29E
1712,prints205,#4B4545,#9A8266,#655B4F,#E8E2D2
1713,prints211,#FFFFFF,#F02F44,#E7E0CE,#ED0170
1714,works-on-paper1115,#CDCAC3,#A7A49B,#A8AD73,#D0937E
1715,prints1185,#EBEFF2,#FE280E,#30287D,#BA9739
1716,painting1273,#F6F5F3,#D0CBC7,#A8ADB3,#83888E
1717,prints1190,#FFFFFF,#F6EED7,#C01B17,#010101
1718,works-on-paper178,#F4F4F4,#D8D6CA,#B6B4A8,#86837A
1719,prints562,#E2E2E2,#191816,#585550,#33322E
1720,works-on-paper150,#BF965E,#B7A38A,#EEEEEC,#907E66
1721,mixed-media1471,#D8D1C9,#8B7F69,#AAA9A7,#6B6358
1722,photography1399,#F5F5F5,#1A1A1A,#BBBBBB,#8B8B8B
1723,mixed-media674,#000000,#C23200,#D8BD78,#E1CB9C
1724,prints238,#1D1B1C,#FFEEC8,#515E6E,#DE3731
1725,prints1147,#F7F7F7,#F7E082,#CEDAD0,#4580C2
1726,photography1366,#F1F2ED,#1E1E1E,#CED0CD,#636560
1727,prints67,#F3F3F3,#C7C1B5,#030000,#241F1C
1728,photography351,#3A383B,#807C7B,#565455,#A29E9D
1729,works-on-paper193,#FFFFFF,#D3D3D3,#000000,#B1B1B1
1730,works-on-paper187,#F1F1EF,#D2CFCA,#2D2B2C,#010000
1731,prints1386,#D1CFD0,#220000,#C0A412,#202528
1732,prints774,#E8E4E1,#3A352F,#585550,#95918E
1733,painting693,#101010,#C2A597,#A68574,#BFBFB5
1734,works-on-paper408,#D1BD9C,#FFFFFF,#352515,#AA997F
1735,prints748,#060606,#F6F6F6,#242424,#41413F
1736,photography190,#0C1D2D,#FFFFFF,#213051,#302738
1737,mixed-media1101,#7E7D78,#ACA3A6,#606255,#454640
1738,works-on-paper420,#E5DED4,#0B090C,#BF6A00,#C3BCB2
1739,works-on-paper346,#DCDCDC,#D2C7A9,#B3B2AE,#CCA272
1740,photography609,#EBEBE9,#D9DDC6,#101413,#3C4B4E
1741,prints1423,#EEEFF1,#E11C23,#000000,#B61D22
1742,prints1379,#B38440,#E84228,#292929,#C7CAD3
1743,photography635,#797979,#989898,#595959,#2D2D2D
1744,photography1158,#040404,#252813,#37562A,#807130
1745,prints947,#FFFFFF,#3964A9,#ADA87E,#868567
1746,works-on-paper385,#2C5AAF,#5476BD,#263CB4,#979CA2
1747,photography621,#737373,#B3B3B3,#454545,#020202
1748,photography966,#E3ECEB,#DCCBAF,#D6B687,#24231E
1749,prints166,#7D6245,#E4E0D5,#9E7E58,#2C2A2B
1750,prints172,#EBECE6,#C63636,#FC4740,#4E2F2C
1751,painting1110,#C04C35,#91884F,#883F2E,#83543A
1752,mixed-media264,#FD6152,#3B3B39,#000000,#FFFFFF
1753,photography796,#6E0009,#B29994,#000103,#DFE8ED
1754,photography1004,#456689,#2C7959,#123A42,#08416E
1755,prints827,#670001,#000000,#4E0000,#7C1F27
1756,photography1038,#E8E5DE,#1F1F1F,#C6C6C8,#807F7D
1757,prints199,#1A181B,#5D524C,#867669,#362E2B
1758,prints833,#FFFFFF,#C6B895,#586878,#D0D1C3
1759,works-on-paper1289,#FDFDFB,#0A0A0C,#635343,#D9D8D6
1760,prints1219,#4C6FC1,#EBE5D7,#596FA8,#E6EDFF
1761,prints364,#E7E7E9,#9C93A8,#131218,#2D2F44
1762,mixed-media728,#796F7A,#1E1A19,#4A4142,#7E4929
1763,painting1306,#87835E,#AA945B,#FFFFFF,#594C2A
1764,prints416,#FDFDFD,#000100,#DAD9D5,#8A8A88
1765,painting297,#3ABBD0,#070C10,#6B4B40,#0475AD
1766,prints370,#9A1D3B,#FFFEFF,#7F253E,#77C08B
1767,photography580,#E9E9E9,#C6BA80,#B54760,#232B20
1768,mixed-media700,#796F7A,#1E1A19,#4A4142,#7E4929
1769,photography594,#A5A5A5,#2A2A2A,#7B7B7B,#C7C7C7
1770,photography219,#090A0E,#FFFFFF,#B4E0F9,#67B9E9
1771,works-on-paper965,#E7D8BB,#E2CB99,#F1CE7A,#F28715
1772,prints1033,#DAD6CA,#423E3B,#5F5C57,#7E7B76
1773,photography1206,#D7D6D2,#2E2925,#040301,#B7B4AF
1774,mixed-media927,#00794C,#A37A68,#62757B,#58D368
1775,prints1027,#FFFFFF,#FFFF21,#FFFFE3,#0407C4
1776,mixed-media1288,#FFFFFF,#E9C4CC,#1F6A6F,#32B48E
1777,photography225,#060606,#F3F2F8,#CFD0CA,#A7A8A2
1778,works-on-paper959,#7EB6D9,#262425,#FFFFFF,#45709A
1779,photography543,#F4F4F2,#50524D,#CFD0CB,#070707
1780,prints1023,#E12B54,#FEF4EB,#1171AE,#BF3D59
1781,works-on-paper785,#B2A030,#6C3D2B,#6D8794,#D3A72C
1782,painting293,#CAC2BF,#101010,#2B2B2B,#666F6C
1783,prints348,#EADEC6,#0A0A0A,#6AABA7,#ED4336
1784,mixed-media704,#141311,#90241A,#701C11,#302C2B
1785,photography584,#DCDCDC,#121413,#BABABA,#2F2B28
1786,works-on-paper746,#272926,#F7F7F7,#ECDDBE,#000100
1787,prints1235,#EFEAE4,#C9BDAF,#A7998C,#403933
1788,painting720,#F3F3F3,#1C208E,#8D0000,#4F0216
1789,photography1028,#070707,#B1B1B1,#5D5D5D,#3C3C3C
1790,prints837,#6D96C4,#0F2F2E,#E9CFB8,#A5DAEC
1791,prints189,#F4F1EC,#C7BDB4,#948D87,#766D66
1792,prints823,#E9E4DE,#030102,#FAC79A,#410A1F
1793,works-on-paper1272,#CCC3B2,#B2A187,#362C22,#968166
1794,prints610,#FFFFFF,#B9B8B3,#A32614,#8F8F8D
1795,prints176,#F1EADA,#CC413A,#130F0E,#A24D39
1796,works-on-paper578,#DED2D6,#B4A9AF,#92878D,#332931
1797,prints162,#FFFFFF,#9C938A,#D9D9D9,#2A1622
1798,mixed-media506,#FFFFFF,#B9B6B1,#67675D,#1E1E1C
1799,works-on-paper236,#C6C7C1,#AAA7AE,#52665A,#276D6B
1800,works-on-paper550,#EBEBEB,#262425,#3F7895,#818588
1801,works-on-paper222,#F1F1EF,#CFCFCF,#6A635D,#8E7368
1802,photography1160,#E5E5E5,#D0C8A4,#B79E76,#9FA780
1803,photography619,#ECEFE8,#000000,#343A36,#999D9C
1804,prints1433,#F8F4F1,#D02C33,#16217A,#185ABB
1805,photography1174,#022A34,#FFFFFF,#3479A2,#0F3156
1806,prints1369,#FFFFFF,#D3B53B,#EAD177,#000100
1807,photography76,#588ABF,#223C57,#282E2A,#3969A7
1808,works-on-paper395,#EBEBED,#CAC9C5,#535353,#93948E
1809,prints1396,#F4F4F4,#222222,#8E8E8E,#CDCDCD
1810,photography802,#E1E0E6,#1B1B1B,#7A4F0B,#0C341C
1811,works-on-paper418,#F1F1F3,#2C3F4D,#ADACB1,#B59C88
1812,works-on-paper1474,#EDE6DE,#F9A4A9,#DA0207,#FACCCC
1813,prints1382,#F0F0F0,#2C2C2C,#72716F,#CFCBCA
1814,prints758,#908474,#DAD9D7,#B1A595,#716555
1815,works-on-paper424,#EDD3C4,#D2B29B,#AEB1B6,#B69278
1816,mixed-media1111,#393939,#EDEDED,#DDCBB7,#CACACA
1817,photography194,#FFFFFF,#1A0808,#BB2316,#531717
1818,works-on-paper430,#DED5C4,#FFFFFF,#BBC5C6,#8CADC0
1819,painting15,#E7DFCC,#A69784,#403931,#877C76
1820,mixed-media466,#FAFAFA,#050505,#DBD8D3,#8E8274
1821,prints63,#F3F3F3,#A7A08E,#0E3441,#DFD9C3
1822,painting442,#000200,#DF0100,#FFDF01,#D48C38
1823,mixed-media843,#0E0905,#CFB68E,#F4EED6,#F5C499
1824,prints1143,#7A909B,#070300,#F8C6A3,#FCB86F
1825,photography341,#F4EFDC,#DECDC3,#9B8A9C,#B0ACA9
1826,photography1438,#E3E2DD,#797873,#101010,#BEBFBA
1827,painting1289,#08090E,#28292B,#8A0309,#154985
1828,prints566,#E9E3D3,#292921,#4C4B47,#816B56
1829,works-on-paper1110,#FFFFFF,#000002,#1F2022,#D9DADC
1830,works-on-paper168,#1B1B1B,#DFDFD7,#B0B1AC,#5C5C5C
1831,mixed-media1307,#655771,#8C6EA2,#D5D5D3,#B5B4AF
1832,works-on-paper626,#E2DFDA,#88502D,#B92F3C,#11184E
1833,mixed-media670,#00D058,#FE0000,#010101,#F5FDFF
1834,photography396,#040402,#FEFFFA,#3A3A38,#81817F
1835,works-on-paper155,#F1E2C5,#EFEAE4,#2D2A25,#817A72
1836,mixed-media1312,#CABA99,#115C35,#000000,#D9D2C0
1837,mixed-media103,#887265,#A8B1B8,#BDC0AF,#808589
1838,prints89,#F3F3F3,#C30205,#D298CA,#E5D38B
1839,works-on-paper627,#FFFFFF,#E9D9CA,#2A2A2A,#868686
1840,prints573,#FFFFFF,#1F1A17,#383431,#BCBCBC
1841,mixed-media659,#DBD0CE,#150C0F,#352726,#746967
1842,prints1181,#FFFFFF,#1D1C22,#37363B,#DEDAD7
1843,prints201,#FFFFFF,#D3D9D5,#000000,#BCB8AC
1844,prints567,#FFFFFF,#C6B69C,#090806,#342F29
1845,photography432,#CEBBAC,#B67648,#2E241A,#E8E9ED
1846,photography1439,#FAFAFA,#4C534B,#CDC4B3,#2A2F28
1847,photography426,#FFFFFF,#09080D,#263650,#2A1512
1848,photography1405,#080808,#888888,#484848,#F8F8F8
1849,works-on-paper1449,#FFFFFF,#302C29,#A2032B,#D7BB00
1850,mixed-media1110,#FEFFFF,#3E3D38,#000000,#90918C
1851,works-on-paper357,#28292D,#454547,#D3D5D0,#626264
1852,prints759,#E4D4C5,#BFB5AB,#9D9389,
1853,photography88,#FFFFFF,#000000,#DADADA,#B7B7B7
1854,works-on-paper1475,#F3F0EB,#4D3028,#141414,#D1CAC0
1855,painting682,#1B2023,#323641,#0149B8,#395884
1856,works-on-paper1307,#16151D,#FFFFFF,#655F61,#322D33
1857,prints1397,#E4E9ED,#0B0B15,#C33333,#962326
1858,works-on-paper419,#E2DCCC,#383B2A,#554E46,#6B6C64
1859,photography1149,#EEEEEC,#1C1B17,#DDDDC5,#293939
1860,painting669,#DFEA9C,#060709,#E9D3C6,#FFFFFF
1861,prints942,#F8F6F7,#63CCEA,#D3D1D2,#95C8E3
1862,prints1368,#F9F3E7,#DF2D0F,#F35B18,#F1897E
1863,photography624,#BDBEB8,#A6A18E,#92A5A3,#454A43
1864,photography142,#93938B,#1F1F1D,#B6B3AC,#454640
1865,prints1426,#010101,#FFFFFF,#FE0000,#C9C9C9
1866,painting133,#887265,#A8B1B8,#BDC0AF,#808589
1867,painting127,#9F9CA3,#7DA998,#76808A,#506674
1868,mixed-media1064,#032210,#E5DFD3,#0A080B,#014D1E
1869,mixed-media275,#FFFFFF,#A9A79B,#D6D0C4,#857F71
1870,photography787,#01010B,#FFFFFF,#9D9C97,#1D212A
1871,painting912,#938676,#846C52,#ADA49B,#DDDDDD
1872,works-on-paper551,#F9F9F9,#4A4A4A,#818181,#CECECE
1873,prints163,#E9E0D7,#CABCAF,#A7998C,#E5C8AA
1874,photography963,#0A111B,#283545,#3F4F68,#617897
1875,works-on-paper1267,#928890,#726A68,#252523,#A9A29C
1876,prints605,#DDDBDC,#646464,#121212,#C2B8B6
1877,prints611,#F1EEE9,#CDCDCD,#C2ACB9,#B98FA5
1878,prints177,#F6F6F6,#100F0D,#3F3B32,#676153
1879,photography744,#F5F4EF,#14463A,#0E100D,#022B25
1880,prints822,#F7F7F5,#6D669A,#333CD7,#DAD2C7
1881,painting709,#007A4B,#886A4E,#00A074,#623300
1882,photography750,#E8E8E8,#ACA9A4,#31312F,#52514C
1883,photography988,#E5E2DD,#A9A6A1,#201F1D,#63625D
1884,works-on-paper592,#FFFFFF,#232B2E,#D9D9DB,#D5CFAD
1885,prints1234,#596676,#E7DBCB,#C5C9C8,#090E08
1886,works-on-paper1059,#C4CABC,#554E3C,#B09E94,#838A83
1887,mixed-media711,#B8B4B3,#E7DBC1,#10131A,#78583F
1888,prints349,#B8A499,#9B8377,#FFFFFF,#D9C7BB
1889,works-on-paper1071,#FFFFED,#6E6E6C,#A4A4A2,#E2E1DC
1890,prints413,#584541,#E9E6E1,#605460,#1D1A21
1891,photography546,#F1F1F1,#5E715D,#141510,#8F001C
1892,works-on-paper784,#000000,#403873,#A17DA9,#BE2A5E
1893,photography234,#91B1D8,#FCFCFC,#DEE5F7,#273750
1894,prints1036,#DCCBC4,#020202,#FF9F5B,#CC4A00
1895,painting245,#FFFFFF,#CCCCCE,#2A2E2D,#96938E
1896,works-on-paper960,#9D9D9B,#BEBEBC,#F4F4F2,#7D7D7B
1897,photography208,#FFFFFF,#05080F,#252C3F,#E0D9C7
1898,prints1022,#FFFFFF,#FEED01,#000000,#00512D
1899,painting247,#CAC2BF,#A2A6A7,#4F565C,#322D34
1900,photography1201,#E6EBEF,#282418,#22585A,#427C7E
1901,prints1034,#F7F7F7,#1B221A,#B7B0A6,#414A49
1902,prints1020,#FFFFFF,#1E1F24,#DBDFEA,#B8CBE9
1903,painting253,#5C4614,#E1E3E2,#736328,#9B8242
1904,works-on-paper976,#FFFFFF,#D0CCC0,#1B1F2A,#807063
1905,photography222,#030200,#B1AAA4,#3C3229,#E5E1DE
1906,works-on-paper786,#ECE8DD,#E9CCC6,#E2A6A8,#DE8692
1907,prints1008,#E5E5E5,#242237,#232323,#A92F2C
1908,photography236,#DBD9DA,#413F40,#BAB9B5,#8F8E8A
1909,prints388,#EEEFE9,#A1473C,#6F4D41,#E2D0C4
1910,works-on-paper779,#8A221F,#F5FFFF,#0C1011,#742622
1911,prints411,#CDCEC6,#AD997E,#B3B5C2,#7A7D8E
1912,works-on-paper1073,#FFFFFF,#313131,#AAAAAA,#DBDBDB
1913,mixed-media1264,#918C88,#B8B9B3,#45ACCD,#E5E5E3
1914,works-on-paper751,#EADFCD,#81807B,#C3A080,#CFBDA5
1915,prints1236,#FEFEFE,#D6D5DA,#2D2926,#ACB3B9
1916,painting723,#D7A5C8,#D4BFD2,#000000,#CDD2D5
1917,photography1017,#D1B5C3,#B5919F,#EFEAE6,#8E7B77
1918,works-on-paper584,#E2DFDA,#F9DD00,#DF562A,#3A3633
1919,prints834,#FFFDF1,#F5BF45,#EB5233,#0B0B0B
1920,prints607,#F4F4F6,#0759E3,#C39605,#239B75
1921,works-on-paper1265,#D8CECC,#B4BAC6,#97948F,#C0AF5D
1922,prints161,#F3F3F3,#E5E0CD,#C5BEAC,#A39C92
1923,works-on-paper1271,#EEEEEE,#C3BFBC,#C3DFEB,#A19D9A
1924,prints613,#D6D6D4,#FFFFFF,#494A4E,#B2B4B3
1925,works-on-paper1259,#F9F8F4,#FE0000,#41937C,#B3EEFE
1926,painting904,#5F5848,#000013,#FFFFFF,#4C3C2D
1927,mixed-media1066,#F1EBDD,#2B2A26,#CABAA0,#4C4942
1928,prints149,#090E11,#DEE3E9,#262B31,#9DA5B0
1929,prints968,#FFFFFF,#8E8D61,#738A6E,#89AF80
1930,prints1430,#000000,#9C9C9C,#212121,#5D5D5D
1931,prints1356,#F8F8F8,#000000,#D5D5D5,#525250
1932,photography140,#020202,#FFFFFF,#D7D7D7,#212121
1933,prints940,#FCFBF7,#D6D0C2,#3C8884,#7D7A71
1934,prints798,#898D8E,#AFB3B4,#961E39,#EAF7E6
1935,prints773,#D9D8D6,#B8B7B3,#979694,#252422
1936,works-on-paper88,#CBCCC6,#2E323D,#5B5A62,#BF926B
1937,prints1395,#FFFFFF,#121413,#CBCAC5,#B2C420
1938,prints767,#EDEDED,#242426,#BDBDBF,#3F3F41
1939,mixed-media465,#B79438,#F3F3F3,#672026,#968334
1940,prints997,#8E8E8C,#F7F4EF,#AFAEA9,#D2CEC3
1941,mixed-media317,#F3F0EB,#454F4E,#D1CEC9,#5B5643
1942,photography1413,#F3F3F3,#E2CEC5,#DDAE9C,#653E39
1943,photography1375,#190016,#2E0024,#E1E7E5,#62343F
1944,painting455,#FFFFFF,#5F999B,#000000,#FFF3C9
1945,mixed-media840,#30353B,#483934,#251C1F,#674539
1946,photography418,#F6F7F9,#12243C,#050304,#666263
1947,prints60,#FFFFFF,#7D363A,#3F3337,#643638
1948,prints48,#010101,#FC483A,#EEF0EF,#CB4B3E
1949,photography1349,#BEA4A3,#DEE7EC,#CCC3C4,#978E89
1950,painting469,#B2AEAB,#293B47,#1F1B1A,#475B5C
1951,mixed-media868,#FFFFFF,#B9A256,#1B1C20,#A8A498
1952,prints1168,#2A2F32,#006E7F,#C8C6B9,#838E90
1953,photography424,#827E7D,#FFFFFF,#565455,#A29E9D
1954,prints217,#FEFDF8,#373F94,#FFA768,#1F244E
1955,prints1183,#F3F3F3,#AA313A,#1B3E8F,#1A2251
1956,prints571,#0394C0,#51B8D7,#292A25,#EBE7E4
1957,prints565,#898D98,#2B2726,#EBE6E2,#A8A294
1958,works-on-paper619,#FFE9C0,#FEE9A8,#FCE2ED,#DEC2B7
1959,prints203,#FAF3D6,#499298,#DD0005,#03233A
1960,mixed-media1476,#67604E,#37332A,#90856F,#DDC096
1961,painting1249,#F7F7F7,#FFE5DA,#B7B7B7,#3E82A5
1962,mixed-media673,#202221,#FFFFFF,#555C62,#CF010E
1963,prints559,#DAD5CF,#6E5D43,#292728,#432E1B
1964,mixed-media115,#F5EFE3,#D3D2D7,#F9DCBE,#3F6069
1965,works-on-paper625,#22252C,#82B98F,#EBE0C2,#C4DDC0
1966,prints558,#DD2935,#FFFFFF,#0D0908,#DC4848
1967,mixed-media1463,#DFD9CD,#BDB7AB,#9B9589,#E0C1AD
1968,photography380,#D7C6AC,#AF9E82,#000000,#887354
1969,photography394,#0F0F0F,#F3EBE0,#282C37,#C2BEB3
1970,prints1196,#0D0E09,#34271E,#313035,#FFFFFF
1971,prints564,#F2E3BA,#D6C099,#AB9772,#827459
1972,mixed-media1339,#D8B45E,#1A1615,#49161F,#323031
1973,mixed-media128,#D19960,#DAB98E,#A87D48,#B4703F
1974,prints216,#252726,#CFD5D3,#484A49,#696D6C
1975,prints570,#ECEBE9,#3C3733,#CBC7C4,#8F8A87
1976,prints1182,#DFDDD1,#C63B04,#B74418,#FFDFCC
1977,works-on-paper181,#FFFFFF,#DEDDD8,#BBBAB6,#8A8B85
1978,prints1169,#F1F1F1,#030406,#235BA5,#33669D
1979,mixed-media869,#F1F1F1,#B3B2B0,#B97C60,#7D7C7A
1980,photography1360,#E9E8E4,#23181E,#3B312F,#5C3E3C
1981,photography1406,#0E0D08,#262418,#46433A,#9B9893
1982,prints61,#FB6F5E,#DDDFDA,#F77577,#92312B
1983,painting326,#F7C0DF,#5C3D21,#F0DCE7,#2A1208
1984,photography1412,#FFFFFF,#E3D7DB,#161511,#C0B4B8
1985,works-on-paper817,#ECD9B9,#6F604B,#C9B9A0,#A3937A
1986,photography182,#1C1815,#382F28,#4B4C46,#CDC7BB
1987,works-on-paper340,#EBEBEB,#322827,#B83F44,#C3C3C3
1988,prints982,#FEFEFE,#D2E5EC,#BFBD96,#A29761
1989,painting871,#141B2D,#03AE9E,#039099,#03C297
1990,photography1189,#E8EBF2,#E3D8C4,#D0B78F,#161D0B
1991,works-on-paper354,#111619,#D4CFCB,#9A9997,#383838
1992,works-on-paper89,#F6F3FA,#FFBCE5,#BD4C50,#FFDFF4
1993,painting1062,#897F73,#615B4F,#453E34,#AA9E90
1994,prints1380,#E5DED4,#181818,#F4E6A7,#AFACA5
1995,photography141,#080A1F,#38312B,#FFFFFF,#E7DBC5
1996,prints941,#EB342C,#6F77C0,#FFF8C1,#C2231D
1997,works-on-paper383,#DFE4EA,#C2C1C6,#9DA2A8,#CAADBF
1998,prints955,#FFFFFF,#CDCDCD,#0B0B0B,#7B7B7B
1999,photography1176,#0D0E08,#F4F4F2,#AEAFA9,#72736D
2000,prints969,#F6E9D8,#E6CCA7,#413D32,#5A4727
2001,prints1343,#FCFCFA,#DFDDD1,#B9B5A9,#969080
2002,prints1425,#640000,#000100,#791C24,#8A0000
2003,prints148,#EDEDE5,#383639,#AFAFAF,#908E8F
2004,mixed-media504,#FFFFFF,#E5D3BD,#C3B2A0,#C7AB7C
2005,prints612,#EEEEF0,#060606,#84807F,#CCCCCC
2006,works-on-paper208,#F3F3F3,#4057B5,#493F7C,#26252A
2007,prints160,#CAC7C0,#A72621,#34486B,#8B9EAD
2008,works-on-paper591,#D2BB9B,#D4BB7B,#6E899C,#909B9D
2009,prints835,#FFFFFF,#332620,#531F14,#2A0E02
2010,photography753,#E8EDE7,#222627,#42433E,#ABACA6
2011,prints821,#DFDFDF,#2C90CB,#F88834,#039739
2012,works-on-paper585,#F8F0D9,#FFFFFF,#002B8A,#E02359
2013,prints1223,#F8F9F4,#C4B7A7,#958979,#AE8162
2014,painting736,#F3F0EB,#454F4E,#D1CEC9,#5B5643
2015,photography1002,#D8D8D6,#665446,#06050D,#AF8F76
2016,prints1237,#EEEBE2,#2D2018,#972A25,#80352F
2017,painting1328,#2B2B2B,#474745,#565C6C,#564734
2018,photography592,#1F0B02,#E0D2B7,#D2C38C,#310C04
2019,works-on-paper750,#FFFFFF,#000000,#FBEEDB,#A7AEA7
2020,works-on-paper744,#904063,#E3D385,#D9B23B,#884A59
2021,prints438,#A20938,#CE2113,#F0B7EC,#53AE22
2022,prints376,#EAEAE0,#938D81,#E5CBB0,#BAAA9B
2023,painting291,#230C06,#44261E,#651804,#8C4C4D
2024,prints404,#E2DFD8,#554E46,#4C3F59,#7C756B
2025,photography551,#313C3E,#CFC8BE,#D0E7F9,#42391C
2026,photography1228,#0F181D,#FCFCFC,#2D2D2D,#4E483A
2027,prints1009,#ECE6DA,#CAC4B8,#A8A296,#878175
2028,photography1214,#E0F3FA,#181913,#38424E,#575852
2029,painting534,#FAFAFA,#252324,#CEB000,#FFEA00
2030,prints1021,#EBECE6,#F5AC8C,#F05B33,#900A25
2031,works-on-paper977,#F6E6C2,#EBEFF0,#777753,#F9DF92
2032,prints1035,#FFFFFF,#8E0E7F,#FEEC28,#EA3F0B
