,artist_names
1275,Rachid Lotf
1276,Kris Cox
1277,Henry Jackson
1278,Kdoggydizzle
1279,Angela Fabbri
1280,Ronnie Cutrone
1281,Jennifer Chalklen
1282,Maria Taniguchi
1283,Chung Chang-Sup
1284,Franklin Evans
1285,Harald F. Muller
1286,Ruben Ortiz-Torres
1287,Hector Garcia
1288,Merv Corning
1289,Douglas Allsop
1290,Willie Cole
1291,Luiz Zerbini
1292,Samuel Levi Jones
1293,Ed Zelenak
1294,Matias Sanchez
1295,David Bolduc
1296,Kristin Morthens
1297,Frederic Bruly Bouabre
1298,John Hultberg
1299,Leandro Velasco
1300,Anne Youkeles
1301,Susan Hall
1302,Max Epstein
1303,Ernst Neizvestny
1304,Robert Kipniss
1305,Marshall Goodman
1306,Moshe Rosenthalis
1307,John Nesta
1308,Benny Andrews
1309,Ben Schonzeit
1310,Gabor Peterdi
1311,Howard Bingham
1312,Alejandro Colunga
1313,Pat Passlof
1314,Adja Yunkers
1315,Ian Hornak
1316,Alexander Raymond Katz
1317,Jean Olds
1318,Richard Bernstein
1319,Beck & Jung
1320,Colin Self
1321,Arnold Hoffmann Jr.
1322,Alain Bonnefoit
1323,Marcela Jardon
1324,Inna Levinson
1325,Adriana Molea
1326,Casper Kang
1327,GJ Kimsunken
1328,Leobardo Huerta
1329,Paul Laster
1330,Juan C. Estrada
1331,Chesade
1332,Natalya Zaloznaya
1333,Alina Sokolova
1334,Vikenti Komitski
1335,Eli Joteva
1336,Rachel Valdes
1337,Carolina Sardi
1338,Su Su
1339,Dr. Seuss
1340,Yves Laloy
1341,Asya Marakulina
1342,Christian Jankowski
1343,Luo Yang
1344,Kekli
1345,Cisco
1346,Benji Pop Art
1347,Pitu
1348,Kenneth Blom
1349,Sheena Rose
1350,Liz Calvi
1351,Karla Nixon
1352,Dennis Lee Mitchell
1353,Cheryl Ann Thomas
1354,Hyun Jung Ahn
1355,Julia Silvester
1356,Youngil Joseph Kim
1357,Tony Khawam
1358,Markus Saile
1359,Otis Hope Carey
1360,LY.
1361,Yuya Hashizume
1362,Matthew F Fisher
1363,Florian Baudrexel
1364,Erica Baum
1365,Gustavo Ramos Rivera
1366,Gustavo Schmidt
1367,Chanell Angeli
1368,Sean Augustine March
1369,Jon Burgerman
1370,Ron English
1371,Hush
1372,L'Atlas
1373,Jef Aerosol
1374,Paul Insect
1375,XOOOOX
1376,Swiz
1377,Francis Bacon
1378,Collin van der Sluijs
1379,Thierry Noir
1380,Christopher Wool
1381,Kour Pour
1382,Anders Gjennestad
1383,Wayne Thiebaud
1384,Martin Kippenberger
1385,Anish Kapoor
1386,Wade Guyton
1387,Vik Muniz
1388,Russell Young
1389,Friedensreich Hundertwasser
1390,Grayson Perry
1391,Djordje Ozbolt
1392,Peter Zimmermann
1393,Niki de Saint Phalle
1394,Lygia Clark
1395,Jacques Lipchitz
1396,Rick Begneaud
1397,Francisco Toledo
1398,Dennis Hare
1399,Stefan Thiel
1400,Theodoros Stamos
1401,Marcel Broodthaers
1402,Fernand Leger
1403,Ernest Trova
1404,Piero Dorazio
1405,Rirkrit Tiravanija
1406,Conrad Marca-Relli
1407,Eddie Peake
1408,Richard Hambleton
1409,Louis Icart
1410,Mary Cassatt
1411,Milton Avery
1412,Charles Bell
1413,William Wegman
1414,LA II
1415,Pavlos
1416,Hank O'Neal
1417,Matti Braun
1418,Abraham Walkowitz
1419,Mark Powell
1420,Arturo Di Modica
1421,Jean Dufy
1422,MARS-1
1423,John Lennon
1424,Aiiroh
1425,Gao Weigang
1426,Sara Pittman
1427,Adriana Oliver
1428,Lawrence Schiller
1429,Philippe Alfieri
1430,Pure Evil
1431,Nick Walker
1432,Vhils
1433,Daze
1434,George Condo
1435,Niels Shoe Meulman
1436,Sowat
1437,Brusk
1438,Pichi & Avo
1439,Icy and Sot
1440,Bruce Nauman
1441,Fernando Botero
1442,Thomas Struth
1443,Julie Mehretu
1444,Martin Whatson
1445,Alison Jackson
1446,Marino Marini
1447,Adolph Gottlieb
1448,Georges Mathieu
1449,Katharina Grosse
1450,Janet Fish
1451,Barry McGee
1452,Igor Mitoraj
1453,Wolfgang Tillmans
1454,Komar and Melamid
1455,Peter Halley
1456,Jack Pierson
1457,Romero Britto
1458,Louise Nevelson
1459,Matteo Negri
1460,Lynda Benglis
1461,Joseph Cornell
1462,Carolyn Marks Blackwood
1463,Kunstrasen
1464,Boicut
1465,Richard Artschwager
1466,Charles Arnoldi
1467,Olafur Eliasson
1468,James Coignard
1469,Rembrandt van Rijn
1470,Wassily Kandinsky
1471,John Gerrard
1472,Giorgio de Chirico
1473,Patrick Hughes
1474,Chris Levine
1475,Angel Otero
1476,Fiona Rae
1477,Gerald Laing
1478,Currier & Ives
1479,Crystal Wagner
1480,Hermann Nitsch
1481,Eugene Leroy
1482,Crail Moansburg
1483,Ralph Goings
1484,Hajime Sorayama
1485,Reginald Marsh
1486,Max Bill
1487,K-Guy
1488,Gerard Schneider
1489,Carlos Cruz-Diez
1490,Henri Michaux
1491,Josef Hoflehner
1492,Ibram Lassaw
1493,Don Nice
1494,Sarah Hardacre
1495,Irony
1496,Kenro Izu
1497,O'Clock
1498,Burton Morris
1499,Waltercio Caldas
1500,Lee Jaffe
1501,Tomokazu Matsuyama
1502,Andre Masson
1503,Norman Rockwell
1504,Michael De Feo
1505,Charles Cham
1506,Maaike Bakker
1507,Alison Saar
1508,Sarah Moon
1509,Andy Moses
1510,Joseph Hirsch
1511,Leonardo Drew
1512,Brian Calvin
1513,Seth Armstrong
1514,Nancy Gifford
1515,Budd Hopkins
1516,Sophia Vari
1517,Jerkface
1518,John Ferren
1519,Roberta Morzetti
1520,Wang Ai
1521,Marko Tadic
1522,George McNeil
1523,Amy Bennett
1524,Annie Lapin
1525,Ryan Brown
1526,Jim Jonson
1527,Lou Ros
1528,Sasha Holzer
1529,Cinthia Marcelle
1530,Ivan Serpa
1531,Montez Magno
1532,Sarah Grilo
1533,An Whitlock
1534,Ted Tucker
1535,Gerald Baer
1536,Claude Tousignant
1537,Alex Racine
1538,Guy Charon
1539,Jessica Rice
1540,Aaron Fink
1541,Constantin Antonovici
1542,Richard Ham
1543,Arnold Weber
1544,Muhammad Ali
1545,Shlomo Katz
1546,Ginny Masters
1547,Paul Chelko
1548,Igor Tabakov
1549,Oskar D'Amico
1550,Manuel Felguerez Barra
1551,Jose Antonio Velasquez
1552,Bernard Greenwald
1553,Peter Lik
1554,Wayne Ensrud
1555,Pierre Paulin
1556,Mirko Guida
1557,Babe Shapiro
1558,Charles Ford
1559,Tony Marsh
1560,Jason Hallman
1561,Lauren Mabry
1562,J. Kevin White
1563,Thomaz Rosa
1564,Tamara Dean
1565,Linde Ivimey
1566,Danie Mellor
1567,Melvin Grave Guzman
1568,Vernon O’Meally
1569,David Phelps
1570,Ken Rausch
1571,Calvin Teng
1572,Danny Ferrell
1573,Ben Zank
1574,Raymond Saa
1575,Chaz Guest
1576,Lluis Lleo
1577,Alejandro Valencia
1578,Fernando Otero
1579,Maruch Santiz Gomez
1580,Charis Entwisle
1581,Charlie Haydn Taylor
1582,Stela Vasileva
1583,Svetli Evgeniev
1584,Stefano Trappolini
1585,Alan Brown
1586,Lyoudmila Milanova
1587,Arnaud Laly
1588,Valco
1589,Franck Celaire
1590,Iskra Blagoeva
1591,Mirza Cizmic
1592,Miles Regis
1593,Gaia Adducchio
1594,Lorenzo Swinton
1595,Sam Heydt
1596,Lin Zhipeng aka No.223
1597,Jaggu Prasad
1598,Line Street
1599,Befa
1600,Ceel Mogami de Haas
1601,Diyano Purwadi
1602,George Byrne
1603,Patrik Grijalvo
1604,Lawrence Morrell
1605,Lena Ditlmann
1606,Diane DallasKidd
1607,Wayne Levin
1608,Paul Bloch
1609,Alex Weinstein
1610,Mio Yamato
1611,Andrew Millner
1612,Sabine Friesicke
1613,Donald Groscost
1614,Pierre Marie Brisson
1615,Majo Pino
1616,Derrick Okanta
1617,Maru Ulivi
1618,Eugene Barricade
1619,Tunji Adeniyi-Jones
1620,Jordan Kerwick
1621,Marina Mankarios
1622,Tania Dibbs
1623,Hideaki Yamanobe
1624,Catherine Seher
1625,Sergio Femar
1626,Ai Haibara
1627,Sweetieboosh
1628,Ficre Ghebreyesus
1629,Charlotte Zinsser
1630,Anna Barham
1631,Adam Riches
1632,Pez
1633,Bernard Zawisa
1634,Jim Perry
1635,Sarah J. Edwards
1636,Dejvid Knezevic
1637,Danielle Coenen
1638,Nevena Bentz
1639,Dorothy Hood
1640,Bob Camp
1641,Miss Brightside
1642,Jenna Morello
1643,Richard Perry
1644,Pedro Friedeberg
1645,Milton Glaser
1646,Marc Dennis
1647,Amin Nourani
1648,Janice Biala
1649,Fairfield Porter
1650,Ni Youyu
1651,Dong Dawei
1652,Martin Soto Climent
1653,Jacques Jean Efiaimbelo
1654,Yunhee Min
1655,Warren Isensee
1656,Jorg Sasse
1657,Yann Gerstberger
1658,Allan Mardon
1659,Nellie King Solomon
1660,Momies
1661,Laura Carralero Morales
1662,Hartmut Bohm
1663,Aluisio Carvao
1664,Regina Vater
1665,Ed Flood
1666,Thiago Barbalho
1667,Julius Heinemann
1668,Wesley Duke Lee
1669,Clemente Padin
1670,Rodrigo Andrade
1671,Joel Croxson
1672,Marcos Coelho Benjamim
1673,Adriano Costa
1674,Amelia Toledo
1675,Rubens Gerchman
1676,Phillip King
1677,Norman Mooney
1678,Pearl Bates
1679,Ernst Fuchs
1680,Veronika Holcova
1681,Murray Favro
1682,Claus Carstensen
1683,Graham Coughtry
1684,Lorne Wagman
1685,Michael Alan
1686,Yoshikuni Iida
1687,Leonid Afremov
1688,Rita Barros
1689,Ottavio Missoni
1690,David H. Becker
1691,Vladimir Filonov
1692,Duncan Hannah
1693,Alvin Hollingsworth
1694,Leo Bates
1695,Annette Lemieux
1696,Hugo Dietz
1697,Tighe O'Donoghue/Ross
1698,Diana Radeiko
1699,Paul Beliveau
1700,Steven Sorman
1701,Julia Marc
1702,Ernie Barnes
1703,Norio Azuma
1704,Yankel Ginzburg
1705,Steven Campbell
1706,Bill Wiman
1707,Bui Van Hoan
1708,Jane Freilicher
1709,Fritz Scholder
1710,Clayton Gorder
1711,Edvins Strautmanis
1712,Byron Browne
1713,Honey W. Kurlander
1714,David Bumbeck
1715,Frank Roth
1716,Curtis Knapp
1717,Marcel Mouly
1718,Krishna Reddy
1719,Wendy Chazin
1720,Keiko Minami
1721,Hugo Demarco
1722,Al Loving
1723,Preston Abernathy
1724,Djordje Stanojevic
1725,Biserka Petrovic
1726,Jovanka Stanojevic
1727,Ivana Zivic
1728,Marija Zdravkovic
1729,Tadashi Toyama
1730,Martin Aagaard Hansen
1731,Fabio Tasso
1732,Tatiana Levchenko
1733,Ellina Zhanu
1734,Fumero
1735,Frances McLaughlin-Gill
1736,Janet Laurence
1737,Malik Roberts
1738,Zeehan Wazed
1739,David Dawson
1740,Paul Garbett
1741,Ben Hecht
1742,Fernando Costa
1743,Pierre-Francois Grimaldi
1744,Francisco Brennand
1745,Etienne Viard
1746,Kim ByungJoo
1747,Jan Astner
1748,Ivo Alvarone
1749,Robert Lardus
1750,Vidal Toreyo
1751,Bartos Saro
1752,Calman Shemi
1753,Robbin Murphy
1754,Dores Sacquegna
1755,Izvor Pende
1756,Nina Chanel Abney
1757,Derrick Velasquez
1758,Jen Stark
1759,Sara Modiano
1760,Paul Meleschnig
1761,Filipe Branquinho
1762,Anastasia Buoy
1763,Daria Onatskaya
1764,Jenya Pestova
1765,Irene Davydova
1766,Kira Ren
1767,Donna Summer
1768,Maria Jose Franco Maldonado
1769,Dan Lam
1770,Augusto Esquivel
1771,Gemmy Woud-Binnendijk
1772,Tatyana Kondratenko
1773,Giovanni Trimani
1774,Caltanino
1775,Monica Rezman
1776,Pamela Council
1777,Khalid Alkaaby
1778,Mathilde Denize
1779,Thomas Sills
1780,Pekko Rayne
1781,Stanimir Genov
1782,H. Waterday
1783,Nadya Kosinskaya
1784,Nestor Engelke
1785,Ivan Tuzov
1786,Clifton Karhu
1787,Christina Yuna Ko
1788,Calli Roche
1789,Richard Kennedy
1790,Mark Sheinkman
1791,Joni Sternbach
1792,Hugo Alonso
1793,Dark
1794,Sank
1795,San Sao
1796,Maxime Blachere
1797,Johnny Abrahams
1798,Jim Hunolt
1799,O Gringo
1800,Nug
1801,Beth Dary
1802,Pegan Brooke
1803,Robert Kelly
1804,Harry Markusse
1805,Lis Costa
1806,Scott Peterman
1807,Karl Pilato
1808,Ricardo Mazal
1809,Jeremy Holmes
1810,Lucas Ferreira
1811,Jeff Kellar
1812,James Denmark
1813,Anna Ghilardi
1814,Luigi Di Luca
1815,Celia Wilkinson
1816,Galen Cheney
1817,Chila Kumari Burman
1818,Tekla Aleksieva
1819,Darryl Westly
1820,Elizabeth Sekyiamah
1821,Otis Kwame Kye Quaicoe
1822,Chiara No
1823,Joan Wheeler
1824,TIDE
1825,Eric Valat
1826,Kathy Calderwood
1827,Tomoko Nagai
1828,Kris Ruhs
1829,Priscilla Vettese
1830,Yusuke Hanai
1831,Ali Eckert
1832,Matteo Mauro
1833,Madeline Donahue
1834,Fanch Ledan
1835,Geoffrey Holder
1836,Nikko Washington
1837,Carlos Mercado
1838,Michiel Gloeckner
1839,Joan Savo
1840,Natvar Bhavsar
1841,Lee Waisler
1842,Susie Hamilton
1843,Kidrobot
1844,David Maes Gallegos
1845,Rachael Pease
1846,Monica Loya
1847,Jean-Robert Alcindor
1848,Adam Phong
1849,Francois Bel
1850,Fiona Parkinson
1851,Futura
1852,Jean-Michel Basquiat
1853,Fin DAC
1854,Cleon Peterson
1855,Andrew Schoultz
1856,Sebastien Preschoux
1857,Jaybo Monk
1858,Alex Senna
1859,Barbara Kruger
1860,Joseph Kosuth
1861,MIST
1862,Brian Dettmer
1863,Joseph Beuys
1864,Mike Kelley
1865,Zhang Xiaogang
1866,Sean Scully
1867,Maurizio Cattelan
1868,Odeith
1869,Alex Yanes
1870,Pierre Soulages
1871,Jean-Paul Riopelle
1872,Erwin Olaf
1873,Joan Mitchell
1874,Michael Dweck
1875,Franz Kline
1876,Gary Hume
1877,Jonathan Meese
1878,Norman Parkinson
1879,Donald Baechler
1880,Gavin Turk
1881,Roe Ethridge
1882,Miaz Brothers
1883,Alec Soth
1884,Irving Penn
1885,Frank Auerbach
1886,Robert Ryman
1887,Claude Lalanne
1888,Sascha Braunig
1889,Chanoir
1890,Adam Pendleton
1891,Charles Hinman
1892,Devin Troy Strother
1893,Lee Friedlander
1894,Joel Shapiro
1895,Larry Poons
1896,Jonathan Borofsky
1897,Greg Bogin
1898,Marylyn Dintenfass
1899,Pat Steir
1900,Robyn Denny
1901,Paul Gauguin
1902,Henri de Toulouse-Lautrec
1903,Katherine Bernhardt
1904,Cesar
1905,Marisa Merz
1906,Richard Tuttle
1907,Dan Graham
1908,Antoni Clave
1909,Raoul Dufy
1910,Man Ray
1911,Tina Barney
1912,Pierre-Auguste Renoir
1913,Kurar
1914,Grace Hartigan
1915,Lee Krasner
1916,Al Held
1917,Leon Golub
1918,Sam Gilliam
1919,Thomas Downing
1920,Pablo Atchugarry
1921,Lawrence Weiner
1922,John Armleder
1923,Valerio Adami
1924,El Pez
1925,Rene Magritte
1926,Cornelia Parker
1927,Jane Hammond
1928,Ellen Gallagher
1929,John Cage
1930,Ron Davis
1931,Charles Burchfield
1932,Sergio Camargo
1933,Murray Fredericks
1934,Dan Witz
1935,Lauren Baker
1936,T'ang Haywen
1937,Emilio Vedova
1938,Wang Yan Cheng
1939,Matthias Schaller
1940,Jace
1941,Antonio Segui
1942,Magnus Gjoen
1943,Shae DeTar
1944,Tim Doyle
1945,Yinka Shonibare
1946,Friedrich Heinrich Fuger
1947,Nebay
1948,Jan Voss
1949,Rosie Emerson
1950,Jeanette Pasin Sloan
1951,David Bromley
1952,Jorge Macchi
1953,Terry Allen
1954,Aya Takano
1955,Herbert Brandl
1956,Elian
1957,Deborah Sengl
1958,Louis Masai
1959,Eric Joyner
1960,BK FOXX
1961,Max Weber
1962,Leon Ferrari
1963,Audrey Flack
1964,Liliana Porter
1965,Bradley Theodore
1966,Ellen Carey
1967,Emanuele Ravagnani
1968,Kensuke Koike
1969,Robert Silvers
1970,Denial
1971,Seaty
1972,Lu Hong
1973,Nanami Cowdroy
1974,Yang She Wei
1975,P. Gnana
1976,Tian Xu Tong
1977,Speak Cryptic
1978,Francisco Morales
1979,Caragh Thuring
1980,Mariah Robertson
1981,Joan Nelson
1982,James Pinkney Havard
1983,Sakti Burman
1984,Fabio Mauri
1985,Juno Calypso
1986,Nicholas Kriefall
1987,Jerry Schatzberg
1988,Emerson Woelffer
1989,Genieve Figgis
1990,Lygia Pape
1991,Roger Muhl
1992,Yuichi Hirako
1993,Rebecca Mason
1994,Isabel Bishop
1995,Luigi Kasimir
1996,RoamCouch
1997,Yigal Ozeri
1998,John Clem Clarke
1999,John Levee
2000,Caspian
2001,Dganit Blechner
2002,Edgar Negret
2003,Jose Davila
2004,Roberto Burle Marx
2005,Antonio Dias
2006,Arnaldo Roche Rabell
2007,Carlos Irizarry
2008,Pierre Jeanneret
2009,Jarbas Lopes
2010,Burt Glinn
2011,Wolfgang Stiller
2012,Frank Bowling
2013,Scooter LaForge
2014,Hossein Edalatkhah
2015,Mareo Rodriguez
2016,Gordon House
2017,Bernard Cathelin
2018,Jane Puylagarde
2019,Ahmet Gunestekin
2020,Rivane Neuenschwander
2021,Miguel Rio Branco
2022,Martin Barooshian
2023,Andrew Davis
2024,Vladimir Kraynyk
2025,Alvaro Barrios
2026,Alec Monopoly
2027,David Choe
2028,Blek le Rat
2029,C215
2030,Dabs Myla
2031,Faith47
2032,Conor Harrington
2033,Terry Rodgers
2034,Cope2
2035,Beejoir
2036,AJ Fosik
2037,Alexone Dizac
2038,Brett Amory
2039,Bezt
2040,Parker Ito
2041,Oscar Murillo
2042,Wes Lang
2043,Know Hope
2044,Levalet
2045,MadC
2046,Martin Wong
2047,Sr. X
2048,Jean-Baptiste Bernadet
2049,Gregory Siff
2050,Alo
2051,Liu Bolin
2052,Van Ray
2053,Katrin Fridriks
2054,Pejac
2055,Tom Sachs
2056,David Ostrowski
2057,My Dog Sighs
2058,Cindy Sherman
2059,David LaChapelle
2060,Helmut Newton
2061,Mark Ryden
2062,Joram Roukes
2063,Pakpoom Silaphan
2064,Andreas Gursky
2065,Lucio Fontana
2066,Remi Rough
2067,Martin Parr
2068,Bambi
2069,Escif
2070,Peter Phillips
2071,Richard Avedon
2072,Diane Arbus
2073,Georg Baselitz
2074,Antony Gormley
2075,Thomas Schutte
2076,Yue Minjun
2077,Tony Cragg
2078,Marc Quinn
2079,Hurvin Anderson
2080,Tauba Auerbach
2081,Cai Guo-Qiang
2082,Raymond Pettibon
2083,Robert Longo
2084,Glenn Ligon
2085,Joe Bradley
2086,Adam McEwen
2087,Pose
2088,Gary Baseman
2089,Eddie Martinez
2090,Kazuo Shiraga
2091,Nanda Vigo
2092,Ozmo
2093,Ernesto Neto
2094,Itzchak Tarkay
2095,Vija Celmins
2096,Andres Serrano
2097,Alex Prager
2098,Adrian Ghenie
2099,Per Kirkeby
2100,A.R. Penck
2101,Laurie Simmons
2102,Felix Gonzalez-Torres
2103,James Rizzi
2104,Franz West
2105,Elaine Sturtevant
2106,Marcel Dzama
2107,Rineke Dijkstra
2108,Michael Manning
2109,Andy Goldsworthy
2110,NAWER
2111,Pipilotti Rist
2112,Mr.
2113,Josh Smith
2114,Billy Childish
2115,David Reed
2116,Richard Pettibone
2117,Riusuke Fukahori
2118,The London Police
2119,Ekta
2120,Carlos Estevez
2121,Roberto Fabelo
2122,Tomas Sanchez
2123,Monsieur Chat
2124,Carlos Garaicoa
2125,Michael Sailstorfer
2126,Jonathan Monk
2127,Yang Maoyuan
2128,Mantis
2129,Gregory Crewdson
2130,Leonora Carrington
2131,Daido Moriyama
2132,Mona Kuhn
2133,Maxim Mamsikov
2134,Hong Hao
2135,Kohei Nawa
2136,Carl Andre
2137,Dan Flavin
2138,Dario Escobar
2139,Lori Nix
2140,Adam Fuss
2141,Jan Kalab
2142,Jim Hodges
2143,Matt Bilfield
2144,Dimitris Taxis
2145,Anton Corbijn
2146,Abelardo Morell
2147,Quintessenz
2148,Greg Simkins
2149,Mambo
2150,Etel Adnan
2151,Nicola Lopez
2152,Massimo Agostinelli
2153,Andrea Medjesi-Jones
2154,Ansel Adams
2155,Hans Burkhardt
2156,Cleve Gray
2157,Jack Tworkov
2158,David Simpson
2159,Louise Lawler
2160,Douglas Gordon
2161,Dustin Yellin
2162,Arnaldo Pomodoro
2163,Stephen G. Rhodes
2164,Susan Rothenberg
2165,Zoe Leonard
2166,Ernst Haas
2167,Jules Olitski
2168,James Brooks
2169,David Salle
2170,Karin Davie
2171,William T. Wiley
2172,Michael Goldberg
2173,Ormond Gigli
2174,Takis
2175,Peter Coffin
2176,Tsuguharu Foujita
2177,Edouard Pignon
2178,Alberto Giacometti
2179,Idris Khan
2180,Almir Mavignier
2181,Ben Nicholson
2182,Maria Helena Vieira da Silva
2183,Paul Morrison
2184,Giorgio Morandi
2185,Pierre Bonnard
2186,Various & Gould
2187,Adel Abdessemed
2188,Anton Henning
2189,Getulio Alviani
2190,Ignacio Uriarte
2191,Peter Fischli & David Weiss
2192,Jeppe Hein
2193,Rachel Whiteread
2194,Richard Wentworth
2195,Nicole Eisenman
2196,Gavin Bond
2197,Mary Heilmann
2198,Artie Vierkant
2199,Jacob Kassay
2200,Shinique Smith
2201,Jean Arp
2202,Oyvind Fahlstrom
2203,John Hoyland
2204,Sergio Garcia
2205,Peter Combe
2206,Frantisek Drtikol
2207,Edward Steichen
2208,Andrew Moore
2209,Mary Fedden
2210,Sarah Morris
2211,Michael Eastman
2212,Roni Horn
2213,Dalek
2214,Dolk
2215,Cantstopgoodboy
2216,Jason Woodside
2217,Giovanni Battista Piranesi
2218,Otto Schade
2219,Yasuhiro Ishimoto
2220,Michael Loew
2221,George Segal
2222,Jack Whitten
2223,Allen Ruppersberg
2224,Barbara Schwartz
2225,Valentin Carron
2226,Vera Lutter
2227,Isa Genzken
2228,Joyce Pensato
2229,Sarah Lucas
2230,Shozo Shimamoto
2231,Park Seo-bo
2232,Auguste Rodin
2233,Xue Song
2234,Olivier Mosset
2235,Jules Cheret
2236,Elizabeth Murray
2237,George Tooker
2238,Lee Bontecou
2239,Leonetto Cappiello
2240,Osvaldo Borsani
2241,Stuart Davis
2242,Tatiana Trouve
2243,Scott Scheidly
2244,Alexandre Da Cunha
2245,James Lee Byars
2246,Diego Rivera
2247,Julio Larraz
2248,Nat Fein
2249,Egon Schiele
2250,Harry Bertoia
2251,Horst Antes
2252,Leopold Rabus
2253,Daan van Golden
2254,Adam Lister
2255,Ador
2256,Bortusk Leer
2257,Gonzalo Fuenmayor
2258,Pino Pinelli
2259,Larry Bell
2260,Liza Lou
2261,Andrea Wan
2262,Doze Green
2263,Carlos Mare
2264,Hank Willis Thomas
2265,Tavares Strachan
2266,Steph Cop
2267,Arne Quinze
2268,Yozo Hamaguchi
2269,Donald Lipski
2270,Peter Winslow Milton
2271,Shusaku Arakawa
2272,Giosetta Fioroni
2273,Perino e Vele
2274,Yasuo Sumi
2275,Mau Mau
2276,Manuel Merida
2277,Peter Sutherland
2278,Sylvie Fleury
2279,Micha Klein
2280,Charming Baker
2281,James Joyce
2282,Oakoak
2283,Evan Hecox
2284,Zest
2285,Maye
2286,Matthew Craven
2287,Graphic Surgery
2288,Bradley Hart
2289,Sergej Vutuc
2290,Sally West
2291,Atsushi Kaga
2292,Neil Beloufa
2293,Santiago Rubino
2294,MonkeyBird
2295,Valerie Snobeck
2296,Jorinde Voigt
2297,Jose Damasceno
2298,Sweet Toof
2299,Jerome Mesnager
2300,Neil Welliver
2301,Will Boone
2302,Arturo Herrera
2303,Tony Matelli
2304,Joan Cornella
2305,Alexander Liberman
2306,Inigo Manglano-Ovalle
2307,Jay DeFeo
2308,Alex Garant
2309,Maria Rivans
2310,Bordalo II
2311,Maximino Javier
2312,Mr Cenz
2313,Tomma Abts
2314,Norbert Schwontkowski
2315,Jason Sims
2316,Kadar Brock
2317,Zhang Haiying
2318,Prefab77
2319,Margrethe Mather
2320,Paul Thek
2321,Alicja Kwade
2322,Julio Le Parc
2323,Christian Ludwig Attersee
2324,Nathan Oliveira
2325,Leonard Freed
2326,Jimmy De Sana
2327,Cherry Goldenberg
2328,John Salt
2329,3F
2330,Luis Camnitzer
2331,Peter Nagy
2332,Philippe Herard
2333,Leni Riefenstahl
2334,Lauren YS
2335,OG Slick
2336,Thea Djordjadze
2337,Roberto Crippa
2338,Tomoya Tsukamoto
2339,Bisser
2340,Jo Di Bona
2341,Ettore Sottsass
2342,Campana Brothers
2343,Dorothea Tanning
2344,Ossip Zadkine
2345,Henri Privat-Livemont
2346,Fritz Wotruba
2347,Hugues Claude Pissarro
2348,Paul Augustin Aizpiri
2349,Francois Gall
2350,Sayre Gomez
2351,Reuven Rubin
2352,Paul-Emile Pissarro
2353,Paul Citroen
2354,Paul Sarkisian
2355,Gabriele Dal Dosso
2356,RNST
2357,Richard Deacon
2358,Celia Philo
2359,Alekos Fassianos
2360,Richard Zu Ming Ho
2361,S.P. Jayakar
2362,Shannon Crees
2363,Keiichi Tanaami
2364,Eric Foenander
2365,Srihadi Soedarsono
2366,Eyvind Earle
2367,G.A. Dandekar
2368,He Neng
2369,Jiang Li
2370,Jeff Gillette
2371,Robert Davis
2372,Li Hongbo
2373,Ida Tursic & Wilfried Mille
2374,Anne Collier
2375,Christopher Le Brun
2376,Shara Hughes
2377,James Rosati
2378,Walter Robinson
2379,Peter Keetman
2380,Snik
2381,Pan Jian
2382,Paul Colin
2383,Thomas Bayrle
2384,Raul de la Torre
2385,George Morton-Clark
2386,Nuno Viegas
2387,John Coplans
2388,Issei Suda
2389,Abraham Palatnik
2390,Greg Guillemin
2391,Wang Yigang
2392,Jean-Claude Quilici
2393,Jean-Paul Donadini
2394,Jolene Lai
2395,Yunizar
2396,Leonardo Cremonini
2397,Erwin Bechtold
2398,Kozo Inoue
2399,Friedrich Meckseper
2400,Josep Guinovart
2401,J.J.J. Rigal
2402,Charles Fazzino
2403,Mike Dargas
2404,John Zoller
2405,Maki Hosokawa
2406,James Verbicky
2407,Laurie Anderson
2408,Anthony Clarkson
2409,Darryl Pottorf
2410,Brian M. Viveros
2411,Donald Moffett
2412,Jean Jansem
2413,Marc Swanson
2414,Gilles Aillaud
2415,Alvaro Naddeo
2416,Hubert Scheibl
2417,David Choong Lee
2418,Mr Doodle
2419,Miguel Angel Rojas
2420,Jessy Nite
2421,Barry Le Va
2422,George Platt Lynes
2423,Robert Gwathmey
2424,Enrico Donati
2425,Cinta Vidal
2426,Angelo Accardi
2427,Karl Lagasse
2428,Julia Wachtel
2429,Lee Jeonglok
2430,Judith Lauand
2431,Lothar Charoux
2432,Carlos Merida
2433,Zoe Moss
2434,Armando Morales
2435,Amy Sol
2436,Kim Chong Hak
2437,Yuri Kuper
2438,Lauren Luloff
2439,Olav Westphalen
2440,Michael Scoggins
2441,Chen Ke
2442,John von Wicht
2443,Titus Kaphar
2444,Mikhail Margolis
2445,Mitchell Squire
2446,Janaina Tschape
2447,Glenn Kaino
2448,Yohanan Simon
2449,Emmanuelle Rybojad
2450,Andi Soto
2451,John Paul Fauves
2452,Salvatore Grippi
2453,Sean Keith
2454,Zhuang Hong Yi
2455,Ursula von Rydingsvard
2456,Jimmie Durham
2457,Andrei Krioukov
2458,Rene Genis
2459,Joseph Renda Jr.
2460,Lino Lago
2461,Bill Martin
2462,Robert The
2463,Roy Newell
2464,Jean Xceron
2465,Max Ingrand
2466,Paul Soldner
2467,Shadi Ghadirian
2468,Berto Lardera
2469,Moyra Davey
